"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
2.386619104E1;2.864493728E-1;-8.128293604E-2;1.934488654E0
2.387111646E1;2.885798812E-1;-9.619662911E-2;1.912118196E0
2.387604188E1;2.981672585E-1;-1.238934696E-1;1.869507551E0
2.388096729E1;3.226683140E-1;-1.643734723E-1;1.810918093E0
2.388589271E1;3.524957299E-1;-2.133756131E-1;1.736349702E0
2.389081667E1;3.919104636E-1;-2.634429932E-1;1.651128531E0
2.389574208E1;4.377167821E-1;-3.177714348E-1;1.547798038E0
2.390066750E1;4.707399607E-1;-3.720998466E-1;1.421031713E0
2.390559292E1;4.888494611E-1;-4.264283180E-1;1.281482100E0
2.391051833E1;4.813925922E-1;-4.882135987E-1;1.123823047E0
2.391544375E1;4.547609985E-1;-5.531947017E-1;9.565766454E-1
2.392036792E1;4.089546800E-1;-6.139147282E-1;7.829387188E-1
2.392529333E1;3.652788699E-1;-6.714389324E-1;6.007785797E-1
2.393021875E1;3.301251829E-1;-7.204409838E-1;4.207491279E-1
2.393514417E1;3.130809665E-1;-7.694431543E-1;2.407196015E-1
2.394006958E1;3.120157123E-1;-8.173800111E-1;7.240795344E-2
2.394499500E1;3.194725215E-1;-8.642516136E-1;-8.205524832E-2
2.394992161E1;3.226683140E-1;-9.143189788E-1;-2.184089720E-1
2.395484703E1;3.162767589E-1;-9.601253271E-1;-3.323921859E-1
2.395977245E1;2.960367501E-1;-1.002735853E0;-4.240048528E-1
2.396469786E1;2.736662328E-1;-1.042150617E0;-4.953775108E-1
2.396962328E1;2.566220164E-1;-1.078369617E0;-5.486407280E-1
2.397454870E1;2.534261942E-1;-1.111392736E0;-5.827291608E-1
2.397947422E1;2.640788555E-1;-1.138024330E0;-5.965775251E-1
2.398439964E1;2.896451652E-1;-1.155068517E0;-5.944470167E-1
2.398932505E1;3.205378056E-1;-1.171047449E0;-5.805985928E-1
2.399425047E1;3.492999077E-1;-1.185961127E0;-5.560975671E-1
2.399917589E1;3.695399165E-1;-1.197679043E0;-5.177480578E-1
2.400410130E1;3.844535947E-1;-1.204070687E0;-4.687459171E-1
2.400902635E1;3.919104636E-1;-1.200874805E0;-4.122869372E-1
2.401395177E1;4.089546800E-1;-1.191287398E0;-3.483711183E-1
2.401887719E1;4.334557354E-1;-1.182765365E0;-2.791289985E-1
2.402380260E1;4.664789140E-1;-1.176373839E0;-2.098868638E-1
2.402872802E1;4.984368086E-1;-1.173178077E0;-1.459710598E-1
2.403365344E1;5.197420716E-1;-1.171047449E0;-9.377315640E-2
2.403855943E1;5.282642245E-1;-1.169982314E0;-4.264050350E-2
2.404348484E1;5.261336565E-1;-1.169982314E0;4.231093451E-3
2.404841026E1;5.229378343E-1;-1.174243212E0;4.045005515E-2
2.405333568E1;5.303947330E-1;-1.179569602E0;5.855953321E-2
2.405826109E1;5.410473347E-1;-1.184895992E0;5.749427155E-2
2.406318651E1;5.516999960E-1;-1.193418026E0;4.258057848E-2
2.406811505E1;5.527652502E-1;-1.200874805E0;2.127530985E-2
2.407304047E1;5.421125889E-1;-1.205135942E0;-7.486804388E-3
2.407796588E1;5.122852325E-1;-1.211527586E0;-4.264050350E-2
2.408289130E1;4.750010073E-1;-1.213658094E0;-8.418578655E-2
2.408781672E1;4.323904514E-1;-1.207266450E0;-1.278615743E-1
2.409274214E1;3.897799253E-1;-1.195548534E0;-1.757984459E-1
2.409770760E1;3.556914926E-1;-1.182765365E0;-2.279963493E-1
2.410263307E1;3.237335980E-1;-1.168916941E0;-2.812595069E-1
2.410755854E1;2.885798812E-1;-1.155068517E0;-3.291963637E-1
2.411248396E1;2.502304018E-1;-1.135893822E0;-3.760679960E-1
2.411740943E1;2.086851150E-1;-1.109262228E0;-4.176132381E-1
2.412233490E1;1.639440507E-1;-1.078369617E0;-4.517016709E-1
2.412723609E1;1.277250946E-1;-1.037889600E0;-4.783332646E-1
2.413216151E1;9.789771587E-2;-9.899527431E-1;-5.007038713E-1
2.413708698E1;8.511455357E-2;-9.377548099E-1;-5.198785663E-1
2.414201240E1;8.724507689E-2;-8.887526393E-1;-5.347922444E-1
2.414693786E1;9.150613844E-2;-8.386852741E-1;-5.422490835E-1
2.415186333E1;9.363666177E-2;-7.896831632E-1;-5.475754142E-1
2.415679000E1;9.363666177E-2;-7.428115606E-1;-5.486407280E-1
2.416171542E1;9.576719254E-2;-6.959399581E-1;-5.390533209E-1
2.416664089E1;1.117461398E-1;-6.554599404E-1;-5.230743885E-1
2.417156630E1;1.458345801E-1;-6.235020161E-1;-5.113564730E-1
2.417649177E1;1.767272055E-1;-6.011314988E-1;-5.038996339E-1
2.418141724E1;1.852493286E-1;-5.862178206E-1;-5.017690659E-1
2.418634312E1;1.703356355E-1;-5.744999051E-1;-5.038996339E-1
2.419126854E1;1.266598254E-1;-5.638473034E-1;-5.060302019E-1
2.419619401E1;8.617981523E-2;-5.510641336E-1;-5.049648881E-1
2.420111943E1;6.913559884E-2;-5.318893790E-1;-5.092259645E-1
2.420604490E1;8.511455357E-2;-5.137798786E-1;-5.188133121E-1
2.421097036E1;1.287903488E-1;-4.892788529E-1;-5.358574986E-1
2.421589604E1;1.735314280E-1;-4.615820050E-1;-5.582280755E-1
2.422082146E1;1.809882671E-1;-4.317546189E-1;-5.816638470E-1
2.422574693E1;1.437040418E-1;-4.072535634E-1;-6.050996184E-1
2.423067234E1;6.700507551E-2;-3.816872239E-1;-6.189481020E-1
2.423559781E1;-2.460758761E-2;-3.603819609E-1;-6.253396869E-1
2.424052323E1;-1.034370884E-1;-3.412072062E-1;-6.253396869E-1
2.424544859E1;-1.545697451E-1;-3.199019432E-1;-6.232091188E-1
2.425037401E1;-1.812013239E-1;-2.964661717E-1;-6.168175936E-1
2.425529948E1;-1.961150169E-1;-2.708998322E-1;-6.050996184E-1
2.426022490E1;-2.057023793E-1;-2.421377152E-1;-5.848596692E-1
2.426515036E1;-2.227466106E-1;-2.165714055E-1;-5.560975671E-1
2.427007583E1;-2.493781894E-1;-1.856787652E-1;-5.134870410E-1
2.427499786E1;-2.770750225E-1;-1.601124257E-1;-4.676806331E-1
2.427992328E1;-3.015760779E-1;-1.249587387E-1;-4.165479839E-1
2.428484875E1;-3.154245019E-1;-8.873977512E-2;-3.600890040E-1
2.428977417E1;-3.228813410E-1;-5.039029568E-2;-3.025647700E-1
2.429469964E1;-3.186202943E-1;-1.097554341E-2;-2.386489809E-1
2.429962510E1;-3.079676628E-1;3.270025924E-2;-1.726026386E-1
2.430455177E1;-2.941192389E-1;7.424553484E-2;-1.086868420E-1
2.430947719E1;-2.834666073E-1;1.147255450E-1;-4.903208092E-2
2.431440266E1;-2.781403065E-1;1.520097703E-1;5.296356976E-3
2.431932807E1;-2.781403065E-1;1.946202964E-1;5.749427155E-2
2.432425354E1;-2.802708149E-1;2.297740132E-1;1.011700705E-1
2.432917901E1;-2.760097682E-1;2.553403378E-1;1.480416656E-1
2.433410599E1;-2.429866046E-1;2.798413932E-1;1.906522214E-1
2.433903141E1;-1.971802711E-1;3.043424785E-1;1.853258908E-1
2.434395688E1;-1.843971163E-1;3.277782500E-1;1.256711334E-1
2.434888229E1;-2.568350434E-1;3.363003731E-1;8.625637740E-2
2.435380776E1;-4.198203385E-1;3.544098437E-1;9.477848560E-2
2.435873323E1;-6.179593801E-1;3.831719756E-1;1.128879711E-1
2.436365698E1;-7.564436197E-1;4.247172475E-1;1.214100718E-1
2.436858240E1;-7.670962811E-1;4.726540744E-1;1.203448102E-1
2.437350786E1;-6.658961773E-1;5.376351476E-1;9.797427803E-2
2.437843328E1;-5.146287680E-1;6.292478442E-1;5.855953321E-2
2.438335875E1;-3.857319057E-1;7.315131426E-1;2.021004446E-2
2.438828417E1;-3.282076716E-1;8.284521103E-1;-2.026996948E-2
2.439320885E1;-3.644266427E-1;9.253910780E-1;-7.353314757E-2
2.439813427E1;-4.624308944E-1;1.011677504E0;-1.246658042E-1
2.440305974E1;-5.710877776E-1;1.092637539E0;-1.662110686E-1
2.440798521E1;-6.435257196E-1;1.162944913E0;-2.226700336E-1
2.441291063E1;-6.616351604E-1;1.219403863E0;-3.089563847E-1
2.441783609E1;-6.477867365E-1;1.275862813E0;-4.090911448E-1
2.442276411E1;-6.360688806E-1;1.319538593E0;-5.081606507E-1
2.442768958E1;-6.499172449E-1;1.340843916E0;-5.997733474E-1
2.443261500E1;-6.946583390E-1;1.351496458E0;-6.871249676E-1
2.443754047E1;-7.596393824E-1;1.345104933E0;-7.638239264E-1
2.444246588E1;-8.224899173E-1;1.328060746E0;-8.277397156E-1
2.444739130E1;-8.544478416E-1;1.293972373E0;-8.735460639E-1
2.445231490E1;-8.427299261E-1;1.249231219E0;-9.118955135E-1
2.445724031E1;-7.979888916E-1;1.186380625E0;-9.438534975E-1
2.446216578E1;-7.479215264E-1;1.104355335E0;-9.672892690E-1
2.446709120E1;-7.266162038E-1;1.017003775E0;-9.779419303E-1
2.447201667E1;-7.436604500E-1;9.158037305E-1;-9.630281925E-1
2.447694214E1;-7.873362303E-1;7.794499993E-1;-9.395924211E-1
2.448187089E1;-8.374036551E-1;6.228562593E-1;-9.236134291E-1
2.448679630E1;-8.874710202E-1;4.683930278E-1;-8.905903101E-1
2.449172177E1;-9.236899614E-1;3.277782500E-1;-8.447839618E-1
2.449664719E1;-9.386036396E-1;2.297740132E-1;-7.829986811E-1
2.450157266E1;-9.226247072E-1;1.797066182E-1;-6.935164928E-1
2.450649812E1;-8.672310114E-1;1.967508346E-1;-5.507711768E-1
2.451142224E1;-7.713572979E-1;2.723845541E-1;-3.781985044E-1
2.451634766E1;-6.200898290E-1;3.970203996E-1;-2.066910714E-1
2.452127312E1;-4.272771776E-1;5.493530631E-1;-6.607630104E-2
2.452619854E1;-2.302034497E-1;6.995552182E-1;3.938478976E-2
2.453112401E1;-8.639287204E-2;8.167341948E-1;1.096921787E-1
2.453604948E1;-4.697812349E-2;9.051510692E-1;1.586943120E-1
2.454097510E1;-1.108939350E-1;9.658710957E-1;1.927827448E-1
2.454590052E1;-2.365950197E-1;9.914374352E-1;2.108922154E-1
2.455082599E1;-3.644266427E-1;1.001024842E0;2.226101160E-1
2.455575141E1;-4.379298091E-1;9.925026894E-1;2.279364467E-1
2.456067688E1;-4.144940376E-1;9.477616549E-1;2.258058935E-1
2.456560234E1;-3.175550401E-1;8.795847297E-1;2.236753702E-1
2.457052594E1;-1.865276396E-1;7.869068384E-1;2.247406393E-1
2.457545135E1;-7.680550218E-2;6.857067943E-1;2.226101160E-1
2.458037682E1;-3.099916689E-2;5.823762417E-1;2.076964378E-1
2.458530224E1;-5.656549335E-2;4.651972651E-1;1.927827448E-1
2.459022771E1;-1.481781602E-1;3.469530046E-1;1.778690517E-1
2.459515318E1;-2.610960901E-1;2.180561274E-1;1.640206277E-1
2.460008057E1;-3.612308502E-1;8.276764303E-2;1.523027271E-1
2.460500599E1;-4.262119234E-1;-5.145555735E-2;1.501722038E-1
2.460993146E1;-4.443213940E-1;-1.707650572E-1;1.554985195E-1
2.461485688E1;-4.240813851E-1;-2.687693238E-1;1.576290429E-1
2.461978234E1;-3.889276683E-1;-3.433377445E-1;1.736079901E-1
2.462470781E1;-3.559045196E-1;-3.934051096E-1;1.970437914E-1
2.462963427E1;-3.399255872E-1;-4.274935722E-1;2.215448469E-1
2.463455969E1;-3.409908414E-1;-4.392114580E-1;2.439153790E-1
2.463948516E1;-3.431213796E-1;-4.296240807E-1;2.684164643E-1
2.464441057E1;-3.324687183E-1;-4.061883092E-1;2.950480282E-1
2.464933604E1;-2.983802855E-1;-3.678388000E-1;3.195491135E-1
2.465426146E1;-2.451171279E-1;-3.188366890E-1;3.376585841E-1
2.465916922E1;-1.897234321E-1;-2.655735314E-1;3.547028005E-1
2.466409469E1;-1.290034056E-1;-2.069840282E-1;3.706817329E-1
2.466902010E1;-8.000128716E-2;-1.473292857E-1;3.845301569E-1
2.467394557E1;-4.804338515E-2;-8.873977512E-2;3.898564875E-1
2.467887099E1;-3.419496119E-2;-4.080292210E-2;3.909217715E-1
2.468379646E1;-2.780337818E-2;-7.779752836E-3;3.887912333E-1
2.468874771E1;-1.928126998E-2;1.459078118E-2;3.834649026E-1
2.469367312E1;-9.693898261E-3;2.204762585E-2;3.706817329E-1
2.469859859E1;-1.171790180E-3;1.672130823E-2;3.483112156E-1
2.470352401E1;1.054610871E-2;-2.453434980E-3;3.206143677E-1
2.470844948E1;8.415581658E-3;-2.801975980E-2;2.982438207E-1
2.471337490E1;-7.563370746E-3;-5.678187311E-2;2.694816887E-1
2.471829979E1;-2.460758761E-2;-9.300082922E-2;2.417848557E-1
2.472322526E1;-5.230443925E-2;-1.366766542E-1;2.140880078E-1
2.472815073E1;-7.787076384E-2;-1.782219261E-1;1.831953675E-1
2.473307615E1;-9.278445691E-2;-2.208324522E-1;1.512374580E-1
2.473800156E1;-1.013065651E-1;-2.559861541E-1;1.214100718E-1
2.474292703E1;-1.045023501E-1;-2.815524638E-1;9.477848560E-2
2.474785464E1;-1.045023501E-1;-3.007272184E-1;7.240795344E-2
2.475278010E1;-1.076981425E-1;-3.113798499E-1;5.323321745E-2
2.475770552E1;-1.066328809E-1;-3.135103881E-1;4.151531681E-2
2.476263099E1;-1.066328809E-1;-3.060535192E-1;2.766689099E-2
2.476755646E1;-1.034370884E-1;-2.932703495E-1;1.807951741E-2
2.477248188E1;-9.598024935E-2;-2.740956247E-1;1.488372777E-2
2.477739583E1;-8.106655627E-2;-2.506598234E-1;1.381846517E-2
2.478232125E1;-6.721813232E-2;-2.197671980E-1;1.168793812E-2
2.478724672E1;-5.550023168E-2;-1.878093034E-1;1.488372777E-2
2.479217214E1;-5.336970091E-2;-1.547861248E-1;2.021004446E-2
2.479709760E1;-4.804338515E-2;-1.228282079E-1;2.340583690E-2
2.480202307E1;-3.845601529E-2;-9.087030590E-2;2.127530985E-2
2.480694505E1;-2.780337818E-2;-6.636924297E-2;1.701425575E-2
2.481187047E1;-2.034653351E-2;-4.399871081E-2;1.701425575E-2
2.481679594E1;-9.693898261E-3;-3.121555038E-2;1.488372777E-2
2.482172135E1;-2.237053588E-3;-2.695449442E-2;7.426884025E-3
2.482664682E1;9.587369859E-4;-2.908502333E-2;-1.095224288E-3
2.483157229E1;-1.171790180E-3;-3.228081390E-2;-1.494364813E-2
2.483650109E1;-2.237053588E-3;-3.654186800E-2;-2.772681229E-2
2.484142651E1;-7.563370746E-3;-4.932502657E-2;-4.264050350E-2
2.484635198E1;-1.395495236E-2;-5.997766554E-2;-5.861945823E-2
2.485127740E1;-1.608547941E-2;-7.382608950E-2;-7.885946333E-2
2.485620286E1;-1.821600646E-2;-9.193556756E-2;-9.590367973E-2
2.486112833E1;-1.821600646E-2;-1.015229449E-1;-1.161436811E-1
2.486605396E1;-1.608547941E-2;-1.143061072E-1;-1.363836825E-1
2.487097938E1;-9.693898261E-3;-1.228282079E-1;-1.523626298E-1
2.487590484E1;-6.498107687E-3;-1.217629462E-1;-1.651457995E-1
2.488083026E1;-4.367580637E-3;-1.217629462E-1;-1.800594926E-1
2.488575573E1;3.089264035E-3;-1.206976846E-1;-1.907121241E-1
2.489068120E1;7.350317203E-3;-1.132408381E-1;-1.960384399E-1
2.489560656E1;1.161137223E-2;-1.121755764E-1;-1.981689632E-1
2.490053198E1;1.374189928E-2;-1.111103147E-1;-2.002994865E-1
2.490545745E1;1.161137223E-2;-1.068492606E-1;-1.971037090E-1
2.491038286E1;1.054610871E-2;-1.036534682E-1;-1.907121241E-1
2.491530833E1;1.374189928E-2;-1.057839990E-1;-1.789942235E-1
2.492023380E1;2.013348043E-2;-1.068492606E-1;-1.683415920E-1
2.492515922E1;2.332927100E-2;-1.068492606E-1;-1.523626298E-1
2.493008464E1;2.545979805E-2;-1.100450531E-1;-1.353184283E-1
2.493501010E1;2.972085029E-2;-1.164366305E-1;-1.193394735E-1
2.493993552E1;3.291664273E-2;-1.228282079E-1;-1.044257879E-1
2.494486099E1;3.398190439E-2;-1.281545311E-1;-8.738157153E-2
2.494978646E1;3.398190439E-2;-1.377419084E-1;-7.353314757E-2
2.495470693E1;3.504716605E-2;-1.441334635E-1;-5.755418912E-2
2.495963234E1;3.717769682E-2;-1.547861248E-1;-4.370576516E-2
2.496455781E1;4.037348926E-2;-1.654387563E-1;-2.879207768E-2
2.496948323E1;4.143875092E-2;-1.718303412E-1;-2.026996948E-2
2.497440870E1;4.143875092E-2;-1.771566421E-1;-1.494364813E-2
2.497933417E1;4.463453591E-2;-1.846134812E-1;-1.068259589E-2
2.498426417E1;4.143875092E-2;-1.899398118E-1;-6.421541795E-3
2.498918958E1;3.930822015E-2;-1.920703501E-1;-5.356278270E-3
2.499411505E1;3.930822015E-2;-1.920703501E-1;-5.356278270E-3
2.499904047E1;3.398190439E-2;-1.910050660E-1;-4.291014746E-3
2.500396594E1;3.291664273E-2;-1.846134812E-1;-6.421541795E-3
2.500889141E1;3.185138106E-2;-1.750261337E-1;-1.281312294E-2
2.501381734E1;3.504716605E-2;-1.654387563E-1;-1.920470409E-2
2.501874276E1;3.717769682E-2;-1.590471715E-1;-2.453102358E-2
2.502366823E1;3.398190439E-2;-1.505250782E-1;-2.985733934E-2
2.502859365E1;2.972085029E-2;-1.430682093E-1;-4.050997645E-2
2.503351911E1;2.226400562E-2;-1.345461160E-1;-4.796681926E-2
2.503844453E1;1.587242633E-2;-1.270892620E-1;-5.542366579E-2
2.504337021E1;6.285054609E-3;-1.217629462E-1;-6.288050860E-2
2.504829562E1;9.587369859E-4;-1.175018921E-1;-7.033735514E-2
2.505322109E1;-2.237053588E-3;-1.153713688E-1;-7.885946333E-2
2.505814651E1;-2.237053588E-3;-1.153713688E-1;-8.418578655E-2
2.506307198E1;-3.302317113E-3;-1.121755764E-1;-9.164262563E-2
2.506799745E1;-6.498107687E-3;-1.132408381E-1;-9.696894139E-2
2.507291792E1;-8.628634736E-3;-1.164366305E-1;-1.001647338E-1
2.507784338E1;-1.502021495E-2;-1.206976846E-1;-9.909947217E-2
2.508276880E1;-1.715074293E-2;-1.249587387E-1;-9.909947217E-2
2.508769427E1;-1.288968883E-2;-1.260239929E-1;-9.377315640E-2
2.509261969E1;-1.075916179E-2;-1.249587387E-1;-9.270789474E-2
2.509754510E1;-8.628634736E-3;-1.260239929E-1;-8.525104821E-2
2.510247443E1;-4.367580637E-3;-1.281545311E-1;-7.885946333E-2
2.510739984E1;-1.065266551E-4;-1.281545311E-1;-7.140261680E-2
2.511232526E1;2.024000511E-3;-1.313503236E-1;-5.861945823E-2
2.511725068E1;9.587369859E-4;-1.281545311E-1;-4.796681926E-2
2.512217609E1;2.024000511E-3;-1.249587387E-1;-3.518365696E-2
2.512710151E1;3.089264035E-3;-1.228282079E-1;-1.920470409E-2
2.513202755E1;5.219791085E-3;-1.206976846E-1;-5.356278270E-3
2.513695297E1;1.161137223E-2;-1.196324229E-1;6.361620501E-3
2.514187839E1;1.267663576E-2;-1.185671538E-1;1.914478280E-2
2.514680380E1;1.374189928E-2;-1.164366305E-1;3.192794695E-2
2.515172922E1;1.161137223E-2;-1.153713688E-1;4.045005515E-2
2.515665464E1;4.154527560E-3;-1.111103147E-1;4.897215962E-2
2.516157474E1;-1.171790180E-3;-1.036534682E-1;5.429847911E-2
2.516650016E1;-1.171790180E-3;-9.619662911E-2;6.069006026E-2
2.517142557E1;-1.065266551E-4;-9.619662911E-2;6.495111436E-2
2.517635099E1;9.587369859E-4;-8.980504423E-2;6.708163768E-2
2.518127641E1;3.089264035E-3;-8.447872102E-2;6.388584524E-2
2.518620182E1;4.154527560E-3;-8.128293604E-2;6.069006026E-2
2.519112786E1;-1.171790180E-3;-7.276082784E-2;5.216794834E-2
2.519605328E1;-7.563370746E-3;-6.530398130E-2;4.364584386E-2
2.520097870E1;-1.288968883E-2;-5.891240016E-2;3.405847400E-2
2.520590411E1;-1.502021495E-2;-5.252082273E-2;2.340583690E-2
2.521082953E1;-1.502021495E-2;-4.612923786E-2;1.062267460E-2
2.521575495E1;-1.288968883E-2;-4.186818376E-2;-3.225751221E-3
2.522069328E1;-1.182442531E-2;-3.654186800E-2;-1.494364813E-2
2.522561870E1;-1.075916179E-2;-3.228081390E-2;-2.559628896E-2
2.523054411E1;-1.395495236E-2;-2.908502333E-2;-3.518365696E-2
2.523546953E1;-1.502021495E-2;-2.695449442E-2;-4.583629221E-2
2.524039495E1;-1.608547941E-2;-2.588923275E-2;-5.116260797E-2
2.524532036E1;-1.608547941E-2;-2.162817866E-2;-5.116260797E-2
2.525023333E1;-1.288968883E-2;-1.949765161E-2;-5.648892745E-2
2.525515875E1;-1.182442531E-2;-2.375870571E-2;-5.755418912E-2
2.526008417E1;-1.715074293E-2;-2.375870571E-2;-5.116260797E-2
2.526500958E1;-1.821600646E-2;-2.695449442E-2;-4.370576516E-2
2.526993500E1;-2.034653351E-2;-3.015028685E-2;-3.411839157E-2
2.527486042E1;-2.247705869E-2;-3.228081390E-2;-2.879207768E-2
2.527978599E1;-2.141179703E-2;-3.654186800E-2;-2.240049280E-2
2.528471141E1;-2.034653351E-2;-4.293344915E-2;-1.174785942E-2
2.528963682E1;-2.141179703E-2;-4.612923786E-2;-2.160487697E-3
2.529456224E1;-2.886864170E-2;-5.039029568E-2;9.557411075E-3
2.529948766E1;-3.099916689E-2;-5.358608440E-2;1.701425575E-2
2.530441307E1;-3.206443042E-2;-5.678187311E-2;2.766689099E-2
2.530933859E1;-2.673811466E-2;-5.784713849E-2;3.512373567E-2
2.531426401E1;-2.247705869E-2;-5.252082273E-2;4.151531681E-2
2.531918943E1;-1.821600646E-2;-4.825976491E-2;4.471110553E-2
2.532411484E1;-1.608547941E-2;-4.293344915E-2;5.110268667E-2
2.532904026E1;-1.502021495E-2;-3.441134095E-2;5.323321745E-2
2.533396568E1;-1.502021495E-2;-2.588923275E-2;5.216794834E-2
2.533891906E1;-1.075916179E-2;-1.630186103E-2;5.429847911E-2
2.534384448E1;-1.075916179E-2;-8.845016360E-3;5.216794834E-2
2.534876990E1;-8.628634736E-3;-3.518698504E-3;4.897215962E-2
2.535369531E1;-7.563370746E-3;2.872882178E-3;4.364584386E-2
2.535862073E1;-3.302317113E-3;9.264463559E-3;3.938478976E-2
2.536354615E1;-3.302317113E-3;1.032972615E-2;3.405847400E-2
2.536844635E1;-3.302317113E-3;8.199200034E-3;2.873215266E-2
2.537337177E1;-5.432844162E-3;7.133936509E-3;2.234057151E-2
2.537829719E1;-1.182442531E-2;2.872882178E-3;1.594899036E-2
2.538322260E1;-1.395495236E-2;-3.518698504E-3;1.168793812E-2
2.538814802E1;-1.502021495E-2;-8.845016360E-3;7.426884025E-3
2.539307344E1;-1.288968883E-2;-1.630186103E-2;5.296356976E-3
2.539801062E1;-1.502021495E-2;-2.375870571E-2;3.165829927E-3
2.540293604E1;-1.928126998E-2;-2.056291513E-2;-2.996029798E-5
2.540786146E1;-1.928126998E-2;-2.056291513E-2;-2.996029798E-5
2.541278688E1;-2.034653351E-2;-2.056291513E-2;2.100566402E-3
2.541771229E1;-2.247705869E-2;-1.949765161E-2;3.165829927E-3
2.542263771E1;-1.928126998E-2;-2.162817866E-2;5.296356976E-3
2.542754781E1;-1.182442531E-2;-1.949765161E-2;9.557411075E-3
2.543247323E1;-9.693898261E-3;-1.630186103E-2;1.275320165E-2
2.543739865E1;-1.075916179E-2;-1.097554341E-2;1.488372777E-2
2.544232406E1;-1.075916179E-2;-7.779752836E-3;2.021004446E-2
2.544724948E1;-8.628634736E-3;-3.518698504E-3;2.340583690E-2
2.545217490E1;-5.432844162E-3;-4.583962262E-3;2.660162561E-2
2.545710646E1;-2.237053588E-3;-4.583962262E-3;3.086267971E-2
2.546203188E1;5.219791085E-3;-4.583962262E-3;3.192794695E-2
2.546695729E1;7.350317203E-3;-5.649225786E-3;3.512373567E-2
2.547188271E1;9.480845183E-3;-4.583962262E-3;3.512373567E-2
2.547680812E1;1.161137223E-2;-6.714489311E-3;3.512373567E-2
2.548173354E1;1.587242633E-2;-6.714489311E-3;3.618900105E-2
2.548665901E1;1.374189928E-2;-7.779752836E-3;3.512373567E-2
2.549158443E1;1.267663576E-2;-9.910279885E-3;3.512373567E-2
2.549650984E1;1.161137223E-2;-8.845016360E-3;3.299320862E-2
2.550143526E1;1.267663576E-2;-9.910279885E-3;2.873215266E-2
2.550636068E1;1.161137223E-2;-8.845016360E-3;3.086267971E-2
2.551128609E1;1.374189928E-2;-9.910279885E-3;2.766689099E-2
2.551620958E1;8.415581658E-3;-9.910279885E-3;2.340583690E-2
2.552113500E1;3.089264035E-3;-7.779752836E-3;2.127530985E-2
2.552606042E1;3.089264035E-3;-5.649225786E-3;1.701425575E-2
2.553098583E1;-1.171790180E-3;-4.583962262E-3;1.275320165E-2
2.553591125E1;3.089264035E-3;-2.453434980E-3;9.557411075E-3
2.554083667E1;6.285054609E-3;-2.453434980E-3;5.296356976E-3
2.554576427E1;5.219791085E-3;2.872882178E-3;-2.996029798E-5
2.555068969E1;-1.065266551E-4;8.199200034E-3;-4.291014746E-3
2.555561510E1;-1.065266551E-4;1.352551766E-2;-8.552068844E-3
2.556054052E1;9.587369859E-4;1.672130823E-2;-9.617332369E-3
2.556546594E1;2.024000511E-3;2.311288938E-2;-9.617332369E-3
2.557039135E1;2.024000511E-3;3.163499758E-2;-1.068259589E-2
2.557531406E1;8.415581658E-3;3.589605168E-2;-7.486804388E-3
2.558023948E1;9.480845183E-3;3.696131334E-2;-3.225751221E-3
2.558516490E1;1.267663576E-2;3.909184039E-2;-2.160487697E-3
2.559009031E1;1.374189928E-2;3.696131334E-2;3.165829927E-3
2.559501573E1;1.161137223E-2;3.589605168E-2;8.492147550E-3
2.559994115E1;6.285054609E-3;3.270025924E-2;1.381846517E-2
2.560486458E1;4.154527560E-3;2.737394348E-2;1.914478280E-2
2.560979000E1;5.219791085E-3;2.098236233E-2;2.340583690E-2
2.561471542E1;5.219791085E-3;1.246025413E-2;2.873215266E-2
2.561964083E1;6.285054609E-3;7.133936509E-3;3.512373567E-2
2.562456625E1;9.480845183E-3;1.807619003E-3;3.938478976E-2
2.562949167E1;1.161137223E-2;7.423554780E-4;4.577637091E-2
2.563442219E1;8.415581658E-3;-3.229080176E-4;5.003742501E-2
2.563934760E1;1.161137223E-2;-3.229080176E-4;5.536374450E-2
2.564427302E1;1.693768986E-2;7.423554780E-4;5.749427155E-2
2.564919844E1;1.800295338E-2;7.423554780E-4;5.962479487E-2
2.565412385E1;2.119874395E-2;3.938145936E-3;5.749427155E-2
2.565904927E1;1.906821690E-2;7.133936509E-3;5.642900616E-2
2.566397453E1;1.800295338E-2;6.068672985E-3;5.642900616E-2
2.566889995E1;1.587242633E-2;5.003409460E-3;5.962479487E-2
2.567382536E1;1.587242633E-2;7.133936509E-3;5.962479487E-2
2.567875078E1;2.013348043E-2;5.003409460E-3;5.749427155E-2
2.568367620E1;2.652506158E-2;3.938145936E-3;5.642900616E-2
2.568860161E1;2.972085029E-2;2.872882178E-3;5.003742501E-2
2.569352349E1;3.291664273E-2;5.003409460E-3;4.684163257E-2
2.569844891E1;2.865558863E-2;7.133936509E-3;3.938478976E-2
2.570337432E1;2.545979805E-2;1.032972615E-2;3.192794695E-2
2.570829974E1;2.226400562E-2;1.459078118E-2;2.553636394E-2
2.571322516E1;2.119874395E-2;2.417815290E-2;1.701425575E-2
2.571815057E1;2.759032510E-2;3.483078629E-2;1.168793812E-2
2.572307505E1;3.291664273E-2;4.015710205E-2;2.100566402E-3
2.572800047E1;3.824295849E-2;4.867921397E-2;-8.552068844E-3
2.573292588E1;3.930822015E-2;5.720131844E-2;-1.600891352E-2
2.573785130E1;3.398190439E-2;6.572342664E-2;-2.346575819E-2
