t;kinect_foot_right;;;kinect_foot_left;;;kinect_hand_right;;;kinect_hand_left;;;imu_acceleration;;;imu_orientation;;;;
t;x;y;z;x;y;z;x;y;z;x;y;z;x;y;z;w;x;y;z;
414;0;0;0;0;0;0;0;0;0;0;0;0;-549;-1127;18993;0,594849;0,239197;-0,491516;0,589294;
427;0;0;0;0;0;0;0;0;0;0;0;0;-549;-1127;18993;0,594849;0,239197;-0,491516;0,589294;
441;0,2976851;-0,7431952;0,8352458;0,1208328;-0,3241856;0,9333101;0,08488502;-0,07647514;0,8583736;-0,1278591;-0,2349458;1,06572;-505;-1066;19056;0,597107;0,235535;-0,49292;0,587341;
453;0;0;0;0;0;0;0;0;0;0;0;0;-505;-1066;19056;0,597107;0,235535;-0,49292;0,587341;
467;0,2988349;-0,7434047;0,8339835;0,1651247;-0,3441887;0,9145477;0,08522129;-0,077058;0,8579544;-0,1278587;-0,2350679;1,065547;-533;-1037;19045;0,597656;0,234619;-0,493286;0,586853;
480;0;0;0;0;0;0;0;0;0;0;0;0;-533;-1037;19045;0,597656;0,234619;-0,493286;0,586853;
494;0,2998797;-0,7436229;0,8328251;0,1801129;-0,3504592;0,9074934;0,08551785;-0,07758442;0,857542;-0,1279599;-0,2351062;1,065441;-591;-1122;19059;0,598328;0,233337;-0,494019;0,58606;
507;0;0;0;0;0;0;0;0;0;0;0;0;-591;-1122;19059;0,598328;0,233337;-0,494019;0,58606;
519;0;0;0;0;0;0;0;0;0;0;0;0;-479;-1151;19100;0,598633;0,232361;-0,494507;0,585693;
534;0,3018209;-0,7436579;0,8312674;0,1241277;-0,3176525;0,8367954;0,08576488;-0,07804237;0,8571235;-0,1281493;-0,2351042;1,065371;-479;-1151;19100;0,598633;0,232361;-0,494507;0,585693;
546;0;0;0;0;0;0;0;0;0;0;0;0;-272;-1179;19185;0,598755;0,231445;-0,494019;0,586365;
561;0;0;0;0;0;0;0;0;0;0;0;0;-272;-1179;19185;0,598755;0,231445;-0,494019;0,586365;
580;0,3035062;-0,7437488;0,8299216;0,1070872;-0,3067388;0,8078278;0,08597754;-0,0784561;0,8567002;-0,1283972;-0,2350819;1,065323;-402;-1195;19148;0,598206;0,231812;-0,493897;0,586853;
602;0,3058128;-0,7436239;0,8282827;0,09459175;-0,2995853;0,793451;0,08616012;-0,0788227;0,8562766;-0,128782;-0,2349577;1,065322;-402;-1195;19148;0,598206;0,231812;-0,493897;0,586853;
616;0;0;0;0;0;0;0;0;0;0;0;0;-402;-1195;19148;0,598206;0,231812;-0,493897;0,586853;
631;0,3076842;-0,7436125;0,8269698;0,08623174;-0,2948381;0,7869807;0,08634289;-0,07921293;0,8558301;-0,1292748;-0,2346998;1,065408;-495;-1236;19170;0,595093;0,233398;-0,494629;0,588867;
644;0;0;0;0;0;0;0;0;0;0;0;0;-495;-1236;19170;0,595093;0,233398;-0,494629;0,588867;
657;0;0;0;0;0;0;0;0;0;0;0;0;-495;-1236;19170;0,595093;0,233398;-0,494629;0,588867;
671;0,3091248;-0,7437267;0,8259513;0,08028182;-0,2916303;0,7875381;0,08651309;-0,0795876;0,8553874;-0,1299921;-0,234025;1,06577;-472;-1143;19153;0,592224;0,234802;-0,494934;0,590881;
685;0;0;0;0;0;0;0;0;0;0;0;0;-472;-1143;19153;0,592224;0,234802;-0,494934;0,590881;
700;0,310726;-0,7437485;0,824833;0,07677396;-0,2901171;0,7928374;0,08562698;-0,07957399;0,8541554;-0,1308023;-0,2330655;1,066318;-467;-1068;19124;0,591553;0,234863;-0,495544;0,590942;
713;0;0;0;0;0;0;0;0;0;0;0;0;-467;-1068;19124;0,591553;0,234863;-0,495544;0,590942;
725;0;0;0;0;0;0;0;0;0;0;0;0;-328;-997;19119;0,590637;0,235291;-0,496399;0,591064;
740;0,3126664;-0,7436014;0,8235154;0,07532471;-0,2899043;0,7993327;0,08451289;-0,07945575;0,8528325;-0,1315956;-0,2319873;1,066952;-328;-997;19119;0,590637;0,235291;-0,496399;0,591064;
752;0;0;0;0;0;0;0;0;0;0;0;0;-298;-912;19093;0,589844;0,236267;-0,496521;0,591309;
768;0,3147517;-0,7433439;0,8221274;0,07729375;-0,2912932;0,8049819;0,0839975;-0,07967718;0,8518955;-0,1323044;-0,2309574;1,067551;-298;-912;19093;0,589844;0,236267;-0,496521;0,591309;
784;0;0;0;0;0;0;0;0;0;0;0;0;-304;-919;19095;0,588867;0,237183;-0,49707;0,591492;
799;0,316922;-0,7430491;0,8205451;0,07838041;-0,2920932;0,8090867;0,08282197;-0,07961121;0,8505524;-0,1329528;-0,229979;1,068102;-304;-919;19095;0,588867;0,237183;-0,49707;0,591492;
812;0;0;0;0;0;0;0;0;0;0;0;0;-304;-919;19095;0,588867;0,237183;-0,49707;0,591492;
827;0;0;0;0;0;0;0;0;0;0;0;0;-157;-954;19094;0,587524;0,237549;-0,498169;0,591736;
842;0,3189471;-0,7427038;0,8190501;0,0792665;-0,2927106;0,8120816;0,08161674;-0,07950968;0,8492908;-0,1335676;-0,2288958;1,068697;-157;-954;19094;0,587524;0,237549;-0,498169;0,591736;
855;0;0;0;0;0;0;0;0;0;0;0;0;-190;-909;19086;0,587097;0,237732;-0,498535;0,591797;
879;0,320689;-0,7423787;0,8177583;0,08122517;-0,2937374;0,8143838;0,08004627;-0,07927006;0,8479593;-0,1341086;-0,2279159;1,069213;-190;-909;19086;0,587097;0,237732;-0,498535;0,591797;
902;0,3223148;-0,7420393;0,8164667;0,08216536;-0,2942629;0,815906;0,07859036;-0,07902863;0,846781;-0,1345645;-0,2270203;1,06969;-190;-909;19086;0,587097;0,237732;-0,498535;0,591797;
915;0;0;0;0;0;0;0;0;0;0;0;0;-83;-881;19094;0,585449;0,239319;-0,499146;0,592285;
928;0;0;0;0;0;0;0;0;0;0;0;0;-83;-881;19094;0,585449;0,239319;-0,499146;0,592285;
942;0,324024;-0,7415804;0,8149275;0,08273275;-0,294624;0,8169689;0,07720723;-0,07878267;0,845728;-0,1360424;-0,2231828;1,070984;-83;-881;19094;0,585449;0,239319;-0,499146;0,592285;
955;0;0;0;0;0;0;0;0;0;0;0;0;-108;-871;19074;0,58252;0,242371;-0,49884;0,594177;
969;0,3257382;-0,7410315;0,8132319;0,08396142;-0,2952777;0,8177252;0,07669117;-0,07881995;0,8451912;-0,1371311;-0,2203062;1,071918;-108;-871;19074;0,58252;0,242371;-0,49884;0,594177;
985;0;0;0;0;0;0;0;0;0;0;0;0;-138;-879;19079;0,582275;0,24231;-0,499329;0,594055;
0;0,3272324;-0,7404799;0,8117391;0,08554511;-0,2960533;0,8181448;0,07621989;-0,07887077;0,8447322;-0,1383473;-0,2165555;1,072877;-138;-879;19079;0,582275;0,24231;-0,499329;0,594055;
14;0;0;0;0;0;0;0;0;0;0;0;0;-138;-879;19079;0,582275;0,24231;-0,499329;0,594055;
27;0;0;0;0;0;0;0;0;0;0;0;0;-65;-882;19126;0,580872;0,242859;-0,499695;0,594849;
41;0,3287282;-0,7398522;0,8101069;0,08612052;-0,2963814;0,8185025;0,07565117;-0,07888051;0,8442705;-0,1392041;-0,2139093;1,073539;-65;-882;19126;0,580872;0,242859;-0,499695;0,594849;
57;0;0;0;0;0;0;0;0;0;0;0;0;-110;-813;19088;0,580444;0,242737;-0,5;0,595093;
78;0,3300495;-0,7392179;0,8084766;0,08647267;-0,2965825;0,8187748;0,07512168;-0,07889281;0,843868;-0,1397831;-0,2121749;1,073961;-110;-813;19088;0,580444;0,242737;-0,5;0,595093;
91;0;0;0;0;0;0;0;0;0;0;0;0;-110;-813;19088;0,580444;0,242737;-0,5;0,595093;
105;0,3311734;-0,7386173;0,806986;0,08667666;-0,2967287;0,8189718;0,07494506;-0,07903664;0,8436347;-0,1401691;-0,2110139;1,074242;35;-885;19208;0,579346;0,242126;-0,500061;0,596375;
117;0;0;0;0;0;0;0;0;0;0;0;0;35;-885;19208;0,579346;0,242126;-0,500061;0,596375;
132;0,3321068;-0,738055;0,80562;0,08672356;-0,2968211;0,8191037;0,07499696;-0,07938726;0,8434729;-0,140441;-0,210203;1,074437;-37;-832;19167;0,578796;0,242004;-0,5;0,596985;
144;0;0;0;0;0;0;0;0;0;0;0;0;-37;-832;19167;0,578796;0,242004;-0,5;0,596985;
